RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0.7474747474747475,40,3,0.382964747,13700,9,3,1,1,2
0.7575757575757577,40,3,0.382964747,13700,9,3,1,1,2
0.7676767676767677,40,3,0.382964747,13700,9,3,1,1,2
0.7777777777777778,40,3,0.382964747,13700,9,3,1,1,2
0.787878787878788,40,3,0.382964747,13700,9,3,1,1,2
0.797979797979798,40,3,0.382964747,13700,9,3,1,1,2
0.8080808080808082,40,3,0.382964747,13700,9,3,1,1,2
0.8181818181818182,40,3,0.382964747,13700,9,3,1,1,2
0.8282828282828284,40,3,0.382964747,13700,9,3,1,1,2
0.8383838383838385,40,3,0.382964747,13700,9,3,1,1,2
0.8484848484848485,40,3,0.382964747,13700,9,3,1,1,2
0.8585858585858587,40,3,0.382964747,13700,9,3,1,1,2
0.8686868686868687,40,3,0.382964747,13700,9,3,1,1,2
0.8787878787878789,40,3,0.382964747,13700,9,3,1,1,2
0.888888888888889,40,3,0.382964747,13700,9,3,1,1,2
0.8989898989898991,40,3,0.382964747,13700,9,3,1,1,2
0.9090909090909092,40,3,0.382964747,13700,9,3,1,1,2
0.9191919191919192,40,3,0.382964747,13700,9,3,1,1,2
0.9292929292929294,40,3,0.382964747,13700,9,3,1,1,2
0.9393939393939394,40,3,0.382964747,13700,9,3,1,1,2
0.9494949494949496,40,3,0.382964747,13700,9,3,1,1,2
0.9595959595959597,40,3,0.382964747,13700,9,3,1,1,2
0.9696969696969697,40,3,0.382964747,13700,9,3,1,1,2
0.9797979797979799,40,3,0.382964747,13700,9,3,1,1,2
0.98989898989899,40,3,0.382964747,13700,9,3,1,1,2
1.0,40,3,0.382964747,13700,9,3,1,1,2
